name	index	f
Q00534	0	0
Q00526	1	0
P24941	2	0
P11802	3	0
P06493	4	1
Q00535	5	0
P53778	6	0
P28482	7	1
Q9UPZ9	8	0
Q16539	9	1
Q9UBE8	10	0
P50613	11	1
O94921	12	1
Q13523	13	1
Q15759	14	0
P49336	15	0
Q9BWU1	16	0
P27361	17	1
P53779	18	0
P49674	19	1
P45983	20	0
P45984	21	1
O15264	22	0
Q07002	23	1
Q9NSY1	24	1
Q2M2I8	25	1
Q96KB5	26	1
O14757	27	1
P51956	28	0
O14976	29	1
O43683	30	1
Q96GX5	31	1
Q96PY6	32	1
Q9BQI3	33	1
Q02750	34	1
P36507	35	1
Q9P1W9	36	0
Q86V86	37	0
P11309	38	0
P42345	39	1
P50750	40	1
Q14004	41	1
Q00537	42	1
Q9NYV4	43	1
Q8TAS1	44	0
Q9BXM7	45	0
Q15131	46	0
Q14680	47	1
Q16512	48	1
Q9Y572	49	1
Q8IY84	50	0
Q8N568	51	0
Q9BXA7	52	0
Q96PF2	53	0
Q13546	54	1
Q15139	55	1
Q9NRH2	56	1
O94806	57	0
O15075	58	0
Q9H0K1	59	1
O96017	60	1
Q86UX6	61	1
Q13164	62	0
Q15831	63	1
O15111	64	0
Q15835	65	0
Q14164	66	0
Q9UHD2	67	0
Q96RG2	68	0
O14920	69	1
Q9Y2H1	70	1
P32298	71	0
Q6IQ55	72	0
Q13233	73	1
O95835	74	1
Q99683	75	1
Q9HCP0	76	0
Q9NRM7	77	1
Q9UK32	78	0
O00311	79	0
P37173	80	0
P33981	81	1
Q9UKI8	82	1
Q13873	83	0
Q5TCY1	84	0
Q9NZJ5	85	1
P57078	86	0
P53350	87	1
Q00536	88	1
Q13627	89	1
P36896	90	0
P49759	91	1
P49761	92	0
Q9HAZ1	93	0
P51817	94	0
P22694	95	0
Q09013	96	0
Q15208	97	1
P49760	98	1
Q9UQB9	99	0
Q9Y463	100	0
O43781	101	0
Q5VT25	102	1
P22612	103	0
Q6P3R8	104	0
Q96Q15	105	1
Q8IYT8	106	0
Q8TD19	107	1
P78527	108	1
Q99986	109	1
O75385	110	1
Q86Y07	111	0
P51955	112	0
P51957	113	1
Q9HC98	114	0
Q13315	115	0
Q13535	116	1
Q9H2K8	117	1
Q9P289	118	1
P20794	119	0
Q9BX84	120	0
Q9BYP7	121	0
O43353	122	1
Q13177	123	1
Q9NQU5	124	1
Q96J92	125	0
P51617	126	0
Q13976	127	0
Q16566	128	1
Q9H4A3	129	1
O96013	130	1
Q9P286	131	0
P15735	132	0
P48729	133	1
P78368	134	0
Q9Y6M4	135	1
P51812	136	1
Q9UBS0	137	0
Q15418	138	1
O14578	139	1
Q6P2M8	140	0
P23443	141	1
Q15349	142	0
O76039	143	1
O75582	144	0
O00141	145	0
Q9NR20	146	0
Q8NE63	147	0
Q9H2X6	148	0
Q92630	149	1
Q6P5Z2	150	0
Q14012	151	1
O14965	152	0
Q16513	153	1
Q8IU85	154	1
O15530	155	1
Q9UEE5	156	1
P31749	157	1
P57059	158	0
Q9Y2K2	159	0
P17612	160	0
Q32MK0	161	0
Q9UIK4	162	0
Q86YV6	163	0
P27448	164	1
Q7KZI7	165	1
P54646	166	0
Q9H422	167	0
Q86Z02	168	0
Q9H093	169	0
Q9UQ07	170	0
Q8TDC3	171	0
Q52WX2	172	0
P48730	173	1
Q9UPE1	174	0
P27037	175	0
Q8WTQ7	176	0
Q13705	177	0
P78362	178	1
Q12852	179	0
P49137	180	1
Q16644	181	0
Q13554	182	0
Q8IW41	183	1
Q9BZL6	184	1
P34947	185	0
Q9UQM7	186	0
P15056	187	1
Q13557	188	1
Q16654	189	0
Q96SB4	190	1
O43293	191	0
P31751	192	1
P53355	193	1
Q96GD4	194	0
O75676	195	1
Q8N752	196	0
P49841	197	1
Q13237	198	0
Q8TD08	199	0
Q5S007	200	0
Q13163	201	1
Q9UL54	202	1
Q8NG66	203	0
Q9P0L2	204	0
Q9BXA6	205	0
O60285	206	0
Q96L34	207	1
Q15746	208	1
Q9Y5S2	209	1
P04049	210	1
P49840	211	1
P68400	212	0
P19784	213	0
Q13131	214	1
Q9H1R3	215	0
Q00532	216	0
Q9BUB5	217	1
P43250	218	0
Q13555	219	1
P57058	220	0
Q8IWQ3	221	1
Q92918	222	0
Q9HBH9	223	1
P35626	224	0
Q9H4B4	225	0
Q8TF76	226	1
Q8IVH8	227	1
O95819	228	1
Q8WXR4	229	0
O75116	230	1
P00540	231	0
P36894	232	0
Q96QP1	233	0
P36897	234	0
Q6XUX3	235	0
Q86UE8	236	1
Q13043	237	1
Q04771	238	0
O94804	239	1
Q9H2G2	240	1
Q05513	241	0
Q9Y4K4	242	1
Q96QT4	243	1
Q99558	244	0
Q16816	245	0
P05771	246	0
Q02156	247	1
P41743	248	1
P17252	249	1
O95382	250	0
Q96BR1	251	1
O75716	252	0
P25098	253	1
O00238	254	0
Q8IXL6	255	0
Q9NYY3	256	0
Q8TDX7	257	1
Q86SG6	258	0
Q76MJ5	259	0
Q9P2K8	260	0
P80192	261	0
Q5TCX8	262	1
O75460	263	0
Q96RR4	264	1
P41279	265	0
Q99759	266	1
Q9Y2U5	267	1
O43318	268	1
O00444	269	0
Q13188	270	1
Q8N5S9	271	0
Q15118	272	0
Q96S44	273	0
O14874	274	1
Q96NX5	275	0
O00418	276	1
Q7L7X3	277	1
Q13153	278	1
O75914	279	0
Q02779	280	0
Q9NYL2	281	1
Q6ZN16	282	0
Q9NY57	283	0
Q9NWZ3	284	0
Q12851	285	1
O95747	286	1
Q04759	287	1
Q05655	288	1
P05129	289	1
Q16584	290	1
Q9UKE5	291	1
Q9Y6E0	292	1
P24723	293	1
Q8NEV4	294	0
Q9Y243	295	1
Q9BYT3	296	0
P19525	297	1
O00506	298	0
Q9UEW8	299	1
Q56UN5	300	0
Q8N4C8	301	1
Q13464	302	1
A0A024R8K3	303	0
Q15120	304	0
A4D1H4	305	0
P45985	306	1
P53667	307	1
Q14289	308	1
M0R0W6	309	0
A8K3B6	310	0
B4DV95	311	0
Q01538	312	0
P30291	313	1
P04629	314	0
P14616	315	0
P08069	316	0
P22607	317	0
P43403	318	0
P21802	319	0
P06213	320	0
Q05397	321	1
P35916	322	0
Q16620	323	0
B4DVP5	324	0
P42679	325	0
Q96CY4	326	0
P53671	327	1
Q13470	328	0
Q15569	329	0
Q07912	330	0
Q12866	331	0
A0A0S2Z3Q6	332	0
A0A024R906	333	0
P42680	334	0
P42681	335	0
P06241	336	1
P07947	337	1
Q504U8	338	0
A0A024R273	339	0
B4DSE0	340	0
P54753	341	0
P54762	342	0
A0A024QZA8	343	0
B7ZKJ3	344	0
P29322	345	0
A0A024R452	346	0
P54760	347	1
Q15303	348	0
O15146	349	0
Q08881	350	0
P51813	351	0
P09619	352	0
Q13882	353	0
H0YNK6	354	0
P07949	355	0
P07333	356	0
P36888	357	0
A0A024R759	358	0
A0A024R7E4	359	0
P08922	360	0
A0A0S2Z3Y8	361	0
P12931	362	1
E9PJX5	363	0
P08631	364	0
P07948	365	1
Q06187	366	0
Q6ZWH5	367	0
A0A024RDA0	368	0
O60674	369	0
P16234	370	0
B4E058	371	0
P09769	372	0
Q08345	373	0
Q59H18	374	0
P16591	375	0
Q9H3Y6	376	0
Q02763	377	0
A0A024RD88	378	0
A0A0B4J1T8	379	0
P04626	380	1
A0A024R7M7	381	0
A0A024R8E2	382	0
P21709	383	0
P07332	384	0
P42684	385	1
P29376	386	0
A0A140VJJ0	387	0
P17948	388	0
P23458	389	0
B6D4Y2	390	0
P42685	391	1
Q15375	392	0
O00418_S18	393	-0.03443082326717395
O00418_S435	394	0.009890800117098308
O00418_S474	395	0.20735380738207
O00418_S70	396	0.7281144510184614
O00418_S72	397	0.4376477676643198
O00418_S74	398	1.6515272614798437
O00418_S78	399	1.7239196654578794
O14578_S1971	400	-0.10586610647827044
O14757_S280	401	0.5311703209639589
O14757_S316	402	-0.6763004938734678
O14757_S317	403	0.9016483917593714
O14757_T279	404	0.36949357689781337
O14874_S31	405	-0.10921023377018813
O14874_S33	406	-0.10852604977109337
O14874_T32	407	-0.5515549666215485
O14920_S672	408	-0.43084958890990066
O14976_S780	409	1.864767538451236
O15530_S241	410	0.5536005544364748
O15530_T245	411	-0.19754393746233312
O43318_S375	412	-0.035517775280967
O43318_S389	413	0.44989535735659913
O43318_S459	414	0.028356401784702
O43318_T415	415	0.28384048523524896
O43353_S176	416	-0.565641953559135
O43353_S178	417	0.34017644661040336
O43683_S596	418	0.7163973464291988
O43683_S655	419	1.7713658365111211
O75116_S1362	420	-0.06736882681899381
O75385_S469	421	-0.08668592304139011
O75385_S556	422	0.082476659977468
O75385_S623	423	0.01835253026841599
O75385_S758	424	-0.24650669796890767
O75676_S343	425	-1.839278854777909
O75676_S347	426	0.5864938005490785
O75676_S681	427	-2.4069478501592396
O75676_S682	428	0.2274993890501662
O75676_S745	429	-0.11754382577053235
O75676_T687	430	0.43427035183431606
O76039_S306	431	-0.1612013494468787
