uniprotID	protein	gene	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	down_regulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs	dominant_direction
O00141	SGK1	SGK1	28	49823	247	324406	212	293654	0.7784464210205236	-0.36133035010850495	0.9131243716825982	1	0.03947006555790385	0	1.0546651229723578	0.07678498744439635	0.3012570978140987	0.7728300238151499	0.521062712034725	0.11191601427894855	0.9481682651851657	-0.07678498744439635	0.3012570978140987	0.7510714497729598	0.521062712034725	0.12431874639646774	downregulated set
O00238	BMPR1B	BMPR1B	559	49823	1573	324406	1397	293654	2.3585276255625476	1.2378864993320742	2.591416166863062e-57	1.121712997942154e-55	56.58646283616177	54.95011824767373	1.0192489313394386	0.02750644419256239	0.30900570465990956	0.7728300238151499	0.5100335028423152	0.11191601427894855	2.3585276255625476	1.2378864993320742	2.591416166863062e-57	1.121712997942154e-55	56.58646283616177	54.95011824767373	upregulated set
O00311	CDC7	CDC7	466	49823	1758	324406	1583	293654	1.7350390199633812	0.794968108494979	2.97839236644613e-23	4.2973947001579875e-22	22.526018089875404	21.36679475610702	1.005275429195351	0.007590830652091427	0.44678474109112026	0.7728300238151499	0.3499016676358548	0.11191601427894855	1.7350390199633812	0.794968108494979	2.97839236644613e-23	4.2973947001579875e-22	22.526018089875404	21.36679475610702	upregulated set
O00418	EEF2K	EEF2K	135	49823	1058	324406	985	293654	0.8078002703487052	-0.30792946601562377	0.992235529455003	1	0.003385226029937616	0	0.9722843562484698	-0.04054978583619373	0.7440861417328205	0.7747701063403596	0.12837678392503343	0.11082714440863567	1.0285056975085665	0.04054978583619373	0.7440861417328205	0.772116784058372	0.12837678392503343	0.11231700687114668	downregulated set
O00444	PLK4	PLK4	175	49823	1133	324406	1058	293654	0.9748944624559785	-0.03668204703279434	0.6342483180747389	1	0.19774067578432136	0	0.9693651709576544	-0.0448878471152067	0.7727301538776721	0.7882255441897664	0.11197214015931349	0.10334949497041528	0.9748944624559785	-0.03668204703279434	0.6342483180747389	0.7510714497729598	0.19774067578432136	0.12431874639646774	upregulated set
O00506	YSK1	STK25	53	49823	602	324406	561	293654	0.5568275938310591	-0.8446973885555635	0.9999960335078981	1	1.7226290487593347e-6	0	0.971353443404474	-0.0419317546849858	0.7000064838100466	0.7728300238151499	0.15489793731448054	0.11191601427894855	1.029491383172662	0.0419317546849858	0.7000064838100466	0.7684853789653773	0.15489793731448054	0.11436439087739321	downregulated set
O14578	CRIK	CIT	61	49823	515	324406	441	293654	0.8152628829225727	-0.29466276102137223	0.9434086565528684	1	0.025300143061808618	0	1.0571160751421282	0.08013379851593273	0.20533378360869928	0.7728300238151499	0.6875395901921248	0.11191601427894855	0.9459699114551361	-0.08013379851593273	0.20533378360869928	0.7510714497729598	0.6875395901921248	0.12431874639646774	downregulated set
O14757	CHK1	CHEK1	210	49823	1308	324406	1167	293654	1.0606207560009442	0.08490888693716313	0.2268874111174166	1	0.6441896003420935	0	1.0145756977260232	0.020876508918913482	0.36762481702518157	0.7728300238151499	0.4345951786425723	0.11191601427894855	1.0606207560009442	0.08490888693716313	0.2268874111174166	0.7510714497729598	0.6441896003420935	0.12431874639646774	upregulated set
O14874	BCKDK	BCKDK	198	49823	1207	324406	1100	293654	1.0609239158571615	0.08532119710902972	0.23286728955097916	1	0.6328915117452977	0	0.9932565482192671	-0.009761695320706075	0.5726872094410478	0.7728300238151499	0.2420825164347849	0.11191601427894855	1.0609239158571615	0.08532119710902972	0.23286728955097916	0.7510714497729598	0.6328915117452977	0.12431874639646774	upregulated set
O14920	IKKB	IKBKB	253	49823	1225	324406	1113	293654	1.339770241143822	0.4219856123374863	2.7371754756065307e-5	2.3037893586354966e-4	4.562697359825979	3.637557232090961	0.9962949076866204	-0.005355245283262819	0.5440120556559879	0.7728300238151499	0.264391475950979	0.11191601427894855	1.339770241143822	0.4219856123374863	2.7371754756065307e-5	2.3037893586354966e-4	4.562697359825979	3.637557232090961	upregulated set
