uniprotID	gene	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	down_regulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs	dominant_direction
O00141	SGK1	9	7993	11	11732	56	50449	1.0143727713510489	0.02058792507336084	0.5386310580894359	0.9236007341280769	0.2687086082806616	0.034515730553858585	0.8446691063008197	-0.24354180934068398	0.7420631511909314	0.9997093481112385	0.12955913374159458	1.262468592768354e-4	1.0143727713510489	0.02058792507336084	0.5386310580894359	0.669143616611064	0.2687086082806616	0.1744806606957738	upregulated set
O00238	BMPR1B	21	7993	46	11732	232	50449	0.5713184390355178	-0.8076330019061387	0.9968635938305692	0.9999958325169447	0.0013642644562378043	1.8099186657549275e-6	0.8526125242327708	-0.23003784733146487	0.856889174636944	0.9997093481112385	0.06707534371972611	1.262468592768354e-4	1.1728657175190533	0.23003784733146487	0.856889174636944	0.9002999618354711	0.06707534371972611	0.04561276826562006	downregulated set
O00311	CDC7	36	7993	55	11732	222	50449	1.0235127293642203	0.03352904518148404	0.4760498458900405	0.874330313752653	0.32234757109965473	0.058324464002917284	1.065354789078305	0.09133396303769353	0.360820386689437	0.9563760078252055	0.44270893239229847	0.01937132736995772	0.9386544372369632	-0.09133396303769353	0.360820386689437	0.5488093703788512	0.44270893239229847	0.26057848208795403	downregulated set
O00418	EEF2K	23	7993	23	11732	135	50449	1.075337849056579	0.10478999617089936	0.4081666756785161	0.8529276050385544	0.38916245567020813	0.06908782940287803	0.7326186617589643	-0.4488656440671993	0.9351201813078716	0.9997093481112385	0.02913257017057232	1.262468592768354e-4	1.075337849056579	0.10478999617089936	0.4081666756785161	0.5889262034790018	0.38916245567020813	0.2299391219018224	upregulated set
O00444	PLK4	37	7993	41	11732	162	50449	1.4415344963004697	0.5276053613185189	0.03181872992399652	0.26780764352697073	1.4973171596362735	0.5721770319012558	1.0883182680877288	0.12210052041757437	0.34126820358227566	0.9563760078252055	0.4669041736376927	0.01937132736995772	1.4415344963004697	0.5276053613185189	0.03181872992399652	0.1902625644712837	1.4973171596362735	0.7206466538721349	upregulated set
O00506	STK25	11	7993	14	11732	72	50449	0.9642769688608933	-0.052480504230081736	0.5930090842891366	0.9818675002164393	0.2269386536400793	0.00794711486820375	0.8361373209256547	-0.25818819570401663	0.769821834031033	0.9997093481112385	0.11360977541248263	1.262468592768354e-4	0.9642769688608933	-0.052480504230081736	0.5930090842891366	0.7102045554925233	0.2269386536400793	0.14861654631359222	upregulated set
O14578	CIT	16	7993	30	11732	78	50449	1.294689095973073	0.3726056936267029	0.20994330283279566	0.69146542158873	0.6778979747490795	0.1602295329641969	1.6538723068276104	0.7258478503385998	0.0154736855532326	0.42622970205722527	1.8104062328554058	0.3703562895113257	0.604641601332668	-0.7258478503385998	0.0154736855532326	0.12338228217445994	1.8104062328554058	0.9087472009699109	downregulated set
O14757	CHEK1	30	7993	38	11732	183	50449	1.034701313365056	0.0492143658725822	0.4614087244922853	0.874330313752653	0.3359141979314516	0.058324464002917284	0.8929227629424195	-0.16339270603479988	0.761789402045603	0.9997093481112385	0.11816507350380673	1.262468592768354e-4	1.034701313365056	0.0492143658725822	0.4614087244922853	0.6213637489829442	0.3359141979314516	0.20665408754050907	upregulated set
O14874	BCKDK	30	7993	57	11732	182	50449	1.0403881206480856	0.057121831517782856	0.4505538736151646	0.874330313752653	0.34625327213238355	0.058324464002917284	1.3467326746208652	0.42946350538540845	0.032652321295401826	0.5496474084725974	1.4860859387396408	0.25991581534064173	0.7425378613328156	-0.42946350538540845	0.032652321295401826	0.1902625644712837	1.4860859387396408	0.7206466538721349	downregulated set
O14920	IKBKB	30	7993	52	11732	182	50449	1.0403881206480856	0.057121831517782856	0.4505538736151646	0.874330313752653	0.34625327213238355	0.058324464002917284	1.2286009507614861	0.297016404854607	0.11167574013884514	0.7964180047043502	0.9520411605292726	0.09885893039329635	0.8139339297924201	-0.297016404854607	0.11167574013884514	0.3603720184155748	0.9520411605292726	0.44324893778034313	downregulated set
